Bolge,Ulke_Sehir,Cinsiyet,Kanser_Turu,Yas_Grubu,Yillik_Vaka_Hizi_100Bin,Yillik_Olum_Hizi_100Bin,Bes_Yillik_Sagkalim_Yuzdesi
Turkiye,Bayburt,Erkek,Diger,70+,22.1,8.3,50.6
Turkiye,Bayburt,Kadin,Akciger,30-49,2.5,1.4,21.6
Turkiye,Bayburt,Kadin,Akciger,50-69,12.8,9.5,17.3
Turkiye,Bayburt,Kadin,Akciger,70+,17.8,14.2,5.0
Turkiye,Bayburt,Kadin,Meme,30-49,54.2,7.0,88.1
Turkiye,Bayburt,Kadin,Meme,50-69,116.7,24.5,82.5
Turkiye,Bayburt,Kadin,Meme,70+,132.6,41.3,74.4
Turkiye,Bayburt,Kadin,Kolorektal,30-49,11.1,3.5,64.5
Turkiye,Bayburt,Kadin,Kolorektal,50-69,27.2,10.9,60.4
Turkiye,Bayburt,Kadin,Kolorektal,70+,86.3,54.4,50.0
Turkiye,Bayburt,Kadin,Tiroid,30-49,38.2,0.6,99.5
Turkiye,Bayburt,Kadin,Tiroid,50-69,33.7,0.6,99.5
Turkiye,Bayburt,Kadin,Tiroid,70+,51.8,1.1,84.4
Turkiye,Bayburt,Kadin,Mide,30-49,2.0,1.1,28.9
Turkiye,Bayburt,Kadin,Mide,50-69,12.5,10.1,22.9
Turkiye,Bayburt,Kadin,Mide,70+,17.6,15.3,12.6
Turkiye,Bayburt,Kadin,Mesane,30-49,1.1,0.3,76.3
Turkiye,Bayburt,Kadin,Mesane,50-69,5.2,2.0,71.2
Turkiye,Bayburt,Kadin,Mesane,70+,7.3,4.1,60.6
Turkiye,Bayburt,Kadin,Diger,30-49,2.8,0.5,72.0
Turkiye,Bayburt,Kadin,Diger,50-69,17.4,5.1,65.9
Turkiye,Bayburt,Kadin,Diger,70+,21.3,9.1,52.8
Turkiye,Karaman,Erkek,Akciger,30-49,11.1,6.7,23.7
Turkiye,Karaman,Erkek,Akciger,50-69,55.1,51.6,12.9
Turkiye,Karaman,Erkek,Akciger,70+,97.9,86.7,5.0
Turkiye,Karaman,Erkek,Prostat,30-49,27.4,5.2,92.7
Turkiye,Karaman,Erkek,Prostat,50-69,32.5,6.2,89.5
Turkiye,Karaman,Erkek,Prostat,70+,188.8,65.9,74.2
Turkiye,Karaman,Erkek,Kolorektal,30-49,11.1,3.7,65.5
Turkiye,Karaman,Erkek,Kolorektal,50-69,27.2,11.6,59.3
Turkiye,Karaman,Erkek,Kolorektal,70+,99.2,52.4,46.4
Turkiye,Karaman,Erkek,Tiroid,30-49,9.1,0.6,98.8
Turkiye,Karaman,Erkek,Tiroid,50-69,8.9,0.6,99.5
Turkiye,Karaman,Erkek,Tiroid,70+,13.5,1.1,85.8
Turkiye,Karaman,Erkek,Mide,30-49,3.3,1.8,28.0
Turkiye,Karaman,Erkek,Mide,50-69,16.1,13.1,21.9
Turkiye,Karaman,Erkek,Mide,70+,27.0,25.7,13.7
Turkiye,Karaman,Erkek,Mesane,30-49,4.9,1.0,78.2
Turkiye,Karaman,Erkek,Mesane,50-69,31.3,9.6,74.7
Turkiye,Karaman,Erkek,Mesane,70+,41.0,15.6,58.5
Turkiye,Karaman,Erkek,Diger,30-49,2.3,0.6,71.1
Turkiye,Karaman,Erkek,Diger,50-69,15.6,5.2,64.3
Turkiye,Karaman,Erkek,Diger,70+,19.9,9.6,52.1
Turkiye,Karaman,Kadin,Akciger,30-49,2.6,1.3,22.1
Turkiye,Karaman,Kadin,Akciger,50-69,15.1,9.4,12.9
Turkiye,Karaman,Kadin,Akciger,70+,20.5,18.3,5.0
Turkiye,Karaman,Kadin,Meme,30-49,51.9,7.6,86.1
Turkiye,Karaman,Kadin,Meme,50-69,122.2,23.3,88.8
Turkiye,Karaman,Kadin,Meme,70+,150.8,44.2,76.6
Turkiye,Karaman,Kadin,Kolorektal,30-49,10.9,3.7,65.6
Turkiye,Karaman,Kadin,Kolorektal,50-69,28.4,10.8,57.7
Turkiye,Karaman,Kadin,Kolorektal,70+,102.5,61.3,44.9
Turkiye,Karaman,Kadin,Tiroid,30-49,34.3,0.6,99.3
Turkiye,Karaman,Kadin,Tiroid,50-69,37.1,0.6,96.9
Turkiye,Karaman,Kadin,Tiroid,70+,44.2,1.0,86.3
Turkiye,Karaman,Kadin,Mide,30-49,2.0,1.0,24.2
Turkiye,Karaman,Kadin,Mide,50-69,11.0,9.6,25.3
Turkiye,Karaman,Kadin,Mide,70+,17.6,14.7,8.9
Turkiye,Karaman,Kadin,Mesane,30-49,1.1,0.3,76.2
Turkiye,Karaman,Kadin,Mesane,50-69,5.0,2.0,70.9
Turkiye,Karaman,Kadin,Mesane,70+,8.7,4.1,59.3
Turkiye,Karaman,Kadin,Diger,30-49,2.8,0.6,70.7
Turkiye,Karaman,Kadin,Diger,50-69,15.4,5.0,64.5
Turkiye,Karaman,Kadin,Diger,70+,21.1,9.1,53.5
Turkiye,Kirikkale,Erkek,Akciger,30-49,11.5,6.9,20.0
Turkiye,Kirikkale,Erkek,Akciger,50-69,58.8,55.7,12.5
Turkiye,Kirikkale,Erkek,Akciger,70+,79.3,63.4,5.0
Turkiye,Kirikkale,Erkek,Prostat,30-49,23.5,4.4,90.4
Turkiye,Kirikkale,Erkek,Prostat,50-69,30.8,6.5,88.3
Turkiye,Kirikkale,Erkek,Prostat,70+,202.7,63.6,72.6
Turkiye,Kirikkale,Erkek,Kolorektal,30-49,13.6,4.0,62.2
Turkiye,Kirikkale,Erkek,Kolorektal,50-69,27.5,10.9,58.5
Turkiye,Kirikkale,Erkek,Kolorektal,70+,98.5,52.7,46.4
Turkiye,Kirikkale,Erkek,Tiroid,30-49,9.1,0.6,99.4
Turkiye,Kirikkale,Erkek,Tiroid,50-69,10.3,0.6,95.2
Turkiye,Kirikkale,Erkek,Tiroid,70+,10.6,1.0,85.0
Turkiye,Kirikkale,Erkek,Mide,30-49,3.5,1.8,24.6
Turkiye,Kirikkale,Erkek,Mide,50-69,16.2,15.4,23.2
Turkiye,Kirikkale,Erkek,Mide,70+,25.7,22.8,11.8
Turkiye,Kirikkale,Erkek,Mesane,30-49,6.1,1.1,74.0
Turkiye,Kirikkale,Erkek,Mesane,50-69,31.1,8.0,72.9
Turkiye,Kirikkale,Erkek,Mesane,70+,43.7,13.5,58.5
Turkiye,Kirikkale,Erkek,Diger,30-49,2.8,0.6,69.0
Turkiye,Kirikkale,Erkek,Diger,50-69,13.5,5.2,63.8
Turkiye,Kirikkale,Erkek,Diger,70+,17.4,8.5,54.8
Turkiye,Kirikkale,Kadin,Akciger,30-49,2.4,1.4,20.3
Turkiye,Kirikkale,Kadin,Akciger,50-69,14.4,10.4,14.9
Turkiye,Kirikkale,Kadin,Akciger,70+,19.2,17.9,5.0
Turkiye,Kirikkale,Kadin,Meme,30-49,44.4,6.9,84.0
Turkiye,Kirikkale,Kadin,Meme,50-69,133.8,25.0,86.5
Turkiye,Kirikkale,Kadin,Meme,70+,147.4,44.1,73.8
Turkiye,Kirikkale,Kadin,Kolorektal,30-49,12.4,3.5,63.8
Turkiye,Kirikkale,Kadin,Kolorektal,50-69,25.1,10.3,60.3
Turkiye,Kirikkale,Kadin,Kolorektal,70+,83.5,58.5,48.2
Turkiye,Kirikkale,Kadin,Tiroid,30-49,35.3,0.6,97.8
Turkiye,Kirikkale,Kadin,Tiroid,50-69,38.9,0.6,99.0
Turkiye,Kirikkale,Kadin,Tiroid,70+,60.7,1.0,83.1
Turkiye,Kirikkale,Kadin,Mide,30-49,2.2,1.2,28.2
Turkiye,Kirikkale,Kadin,Mide,50-69,10.5,8.9,21.0
Turkiye,Kirikkale,Kadin,Mide,70+,16.9,14.0,10.5
Turkiye,Kirikkale,Kadin,Mesane,30-49,1.0,0.3,74.8
Turkiye,Kirikkale,Kadin,Mesane,50-69,6.1,2.2,69.2
Turkiye,Kirikkale,Kadin,Mesane,70+,8.8,3.8,57.2
Turkiye,Kirikkale,Kadin,Diger,30-49,3.2,0.6,69.2
Turkiye,Kirikkale,Kadin,Diger,50-69,16.7,5.7,64.7
Turkiye,Kirikkale,Kadin,Diger,70+,21.6,8.1,52.7
Turkiye,Batman,Erkek,Akciger,30-49,11.0,6.3,20.1
Turkiye,Batman,Erkek,Akciger,50-69,64.8,53.0,12.8
Turkiye,Batman,Erkek,Akciger,70+,80.3,64.2,5.0
Turkiye,Batman,Erkek,Prostat,30-49,28.3,4.1,90.9
Turkiye,Batman,Erkek,Prostat,50-69,34.4,5.9,87.8
Turkiye,Batman,Erkek,Prostat,70+,200.7,67.9,74.6
Turkiye,Batman,Erkek,Kolorektal,30-49,12.9,3.4,62.8
Turkiye,Batman,Erkek,Kolorektal,50-69,26.6,11.5,61.7
Turkiye,Batman,Erkek,Kolorektal,70+,92.2,62.6,45.8
Turkiye,Batman,Erkek,Tiroid,30-49,10.0,0.6,96.6
Turkiye,Batman,Erkek,Tiroid,50-69,9.2,0.6,99.3
Turkiye,Batman,Erkek,Tiroid,70+,12.4,1.0,88.7
Turkiye,Batman,Erkek,Mide,30-49,3.4,1.9,27.1
Turkiye,Batman,Erkek,Mide,50-69,21.5,14.2,21.9
Turkiye,Batman,Erkek,Mide,70+,29.8,25.3,13.9
Turkiye,Batman,Erkek,Mesane,30-49,6.0,1.1,72.2
Turkiye,Batman,Erkek,Mesane,50-69,31.0,9.1,73.1
Turkiye,Batman,Erkek,Mesane,70+,48.9,14.9,60.4
Turkiye,Batman,Erkek,Diger,30-49,2.9,0.7,70.4
Turkiye,Batman,Erkek,Diger,50-69,12.7,4.9,62.9
Turkiye,Batman,Erkek,Diger,70+,20.7,9.4,53.5
Turkiye,Batman,Kadin,Akciger,30-49,2.8,1.3,17.2
Turkiye,Batman,Kadin,Akciger,50-69,11.2,10.6,14.6
Turkiye,Batman,Kadin,Akciger,70+,18.1,15.9,5.0
Turkiye,Batman,Kadin,Meme,30-49,47.3,7.9,86.3
Turkiye,Batman,Kadin,Meme,50-69,129.8,22.0,87.6
Turkiye,Batman,Kadin,Meme,70+,161.6,44.3,73.2
Turkiye,Batman,Kadin,Kolorektal,30-49,13.3,3.9,62.3
Turkiye,Batman,Kadin,Kolorektal,50-69,26.0,10.8,59.9
Turkiye,Batman,Kadin,Kolorektal,70+,86.2,55.9,47.7
Turkiye,Batman,Kadin,Tiroid,30-49,38.1,0.7,99.5
Turkiye,Batman,Kadin,Tiroid,50-69,38.0,0.6,98.7
Turkiye,Batman,Kadin,Tiroid,70+,54.9,0.9,85.7
Turkiye,Batman,Kadin,Mide,30-49,1.8,1.2,27.4
Turkiye,Batman,Kadin,Mide,50-69,11.3,9.6,23.8
Turkiye,Batman,Kadin,Mide,70+,14.6,11.7,10.4
Turkiye,Batman,Kadin,Mesane,30-49,0.9,0.2,75.2
Turkiye,Batman,Kadin,Mesane,50-69,5.9,1.9,73.1
Turkiye,Batman,Kadin,Mesane,70+,8.3,3.9,59.7
Turkiye,Batman,Kadin,Diger,30-49,2.5,0.6,68.8
Turkiye,Batman,Kadin,Diger,50-69,13.9,5.2,67.7
Turkiye,Batman,Kadin,Diger,70+,22.2,9.4,52.1
Turkiye,Sirnak,Erkek,Akciger,30-49,9.7,7.0,23.2
Turkiye,Sirnak,Erkek,Akciger,50-69,69.7,50.6,12.9
Turkiye,Sirnak,Erkek,Akciger,70+,79.4,78.7,5.0
Turkiye,Sirnak,Erkek,Prostat,30-49,29.5,4.5,92.0
Turkiye,Sirnak,Erkek,Prostat,50-69,35.5,5.8,90.7
Turkiye,Sirnak,Erkek,Prostat,70+,235.4,65.8,74.0
Turkiye,Sirnak,Erkek,Kolorektal,30-49,12.9,3.7,61.4
Turkiye,Sirnak,Erkek,Kolorektal,50-69,28.7,12.1,59.3
Turkiye,Sirnak,Erkek,Kolorektal,70+,85.6,50.5,47.2
Turkiye,Sirnak,Erkek,Tiroid,30-49,8.6,0.6,99.5
Turkiye,Sirnak,Erkek,Tiroid,50-69,9.5,0.7,96.4
Turkiye,Sirnak,Erkek,Tiroid,70+,12.3,1.1,87.0
Turkiye,Sirnak,Erkek,Mide,30-49,3.8,1.9,30.8
Turkiye,Sirnak,Erkek,Mide,50-69,19.8,16.3,22.4
Turkiye,Sirnak,Erkek,Mide,70+,26.6,21.3,13.9
Turkiye,Sirnak,Erkek,Mesane,30-49,5.9,1.1,78.0
Turkiye,Sirnak,Erkek,Mesane,50-69,25.6,8.0,72.2
Turkiye,Sirnak,Erkek,Mesane,70+,43.4,16.5,59.1
Turkiye,Sirnak,Erkek,Diger,30-49,2.8,0.6,70.5
Turkiye,Sirnak,Erkek,Diger,50-69,16.2,5.5,68.6
Turkiye,Sirnak,Erkek,Diger,70+,21.4,8.9,50.3
Turkiye,Sirnak,Kadin,Akciger,30-49,2.4,1.2,21.4
Turkiye,Sirnak,Kadin,Akciger,50-69,13.3,11.2,15.0
Turkiye,Sirnak,Kadin,Akciger,70+,19.3,18.7,5.0
Turkiye,Sirnak,Kadin,Meme,30-49,46.4,6.5,85.6
Turkiye,Sirnak,Kadin,Meme,50-69,110.6,23.0,86.8
Turkiye,Sirnak,Kadin,Meme,70+,169.5,42.8,75.8
Turkiye,Sirnak,Kadin,Kolorektal,30-49,12.8,3.7,62.7
Turkiye,Sirnak,Kadin,Kolorektal,50-69,26.7,11.5,61.5
Turkiye,Sirnak,Kadin,Kolorektal,70+,104.3,53.6,46.8
Turkiye,Sirnak,Kadin,Tiroid,30-49,40.0,0.7,99.5
Turkiye,Sirnak,Kadin,Tiroid,50-69,37.8,0.5,96.4
Turkiye,Sirnak,Kadin,Tiroid,70+,54.4,1.1,84.2
Turkiye,Sirnak,Kadin,Mide,30-49,2.1,1.1,25.4
Turkiye,Sirnak,Kadin,Mide,50-69,12.5,8.7,25.3
Turkiye,Sirnak,Kadin,Mide,70+,15.4,14.5,10.2
Turkiye,Sirnak,Kadin,Mesane,30-49,1.1,0.3,75.1
Turkiye,Sirnak,Kadin,Mesane,50-69,6.2,2.2,70.9
Turkiye,Sirnak,Kadin,Mesane,70+,7.3,4.0,58.8
Turkiye,Sirnak,Kadin,Diger,30-49,3.0,0.6,66.2
Turkiye,Sirnak,Kadin,Diger,50-69,15.7,5.1,63.2
Turkiye,Sirnak,Kadin,Diger,70+,18.4,9.8,55.5
Turkiye,Bartin,Erkek,Akciger,30-49,8.9,6.0,22.5
Turkiye,Bartin,Erkek,Akciger,50-69,59.6,50.0,14.5
Turkiye,Bartin,Erkek,Akciger,70+,79.0,78.6,5.0
Turkiye,Bartin,Erkek,Prostat,30-49,22.3,4.7,93.1
Turkiye,Bartin,Erkek,Prostat,50-69,28.3,5.6,89.2
Turkiye,Bartin,Erkek,Prostat,70+,211.7,63.2,77.2
Turkiye,Bartin,Erkek,Kolorektal,30-49,13.4,3.9,61.9
Turkiye,Bartin,Erkek,Kolorektal,50-69,25.1,11.3,58.7
Turkiye,Bartin,Erkek,Kolorektal,70+,102.4,49.1,44.3
Turkiye,Bartin,Erkek,Tiroid,30-49,9.1,0.6,97.1
Turkiye,Bartin,Erkek,Tiroid,50-69,7.7,0.6,98.1
Turkiye,Bartin,Erkek,Tiroid,70+,13.3,1.1,86.0
Turkiye,Bartin,Erkek,Mide,30-49,3.7,1.6,28.5
Turkiye,Bartin,Erkek,Mide,50-69,16.5,14.0,20.8
Turkiye,Bartin,Erkek,Mide,70+,28.3,26.1,11.0
Turkiye,Bartin,Erkek,Mesane,30-49,5.1,1.1,74.1
Turkiye,Bartin,Erkek,Mesane,50-69,32.0,8.3,73.4
Turkiye,Bartin,Erkek,Mesane,70+,37.6,14.7,62.0
Turkiye,Bartin,Erkek,Diger,30-49,2.6,0.5,69.9
Turkiye,Bartin,Erkek,Diger,50-69,14.4,4.7,63.0
Turkiye,Bartin,Erkek,Diger,70+,25.7,8.6,49.5
Turkiye,Bartin,Kadin,Akciger,30-49,2.8,1.3,18.1
Turkiye,Bartin,Kadin,Akciger,50-69,13.0,11.1,14.6
Turkiye,Bartin,Kadin,Akciger,70+,16.6,13.3,5.0
Turkiye,Bartin,Kadin,Meme,30-49,53.7,8.3,84.2
Turkiye,Bartin,Kadin,Meme,50-69,124.5,22.7,82.6
Turkiye,Bartin,Kadin,Meme,70+,155.5,43.3,73.2
Turkiye,Bartin,Kadin,Kolorektal,30-49,11.9,4.2,63.7
Turkiye,Bartin,Kadin,Kolorektal,50-69,24.2,11.6,59.4
Turkiye,Bartin,Kadin,Kolorektal,70+,76.0,57.9,47.7
Turkiye,Bartin,Kadin,Tiroid,30-49,38.1,0.6,97.0
Turkiye,Bartin,Kadin,Tiroid,50-69,39.0,0.5,98.9
Turkiye,Bartin,Kadin,Tiroid,70+,61.5,1.0,84.8
Turkiye,Bartin,Kadin,Mide,30-49,2.0,1.1,25.6
Turkiye,Bartin,Kadin,Mide,50-69,11.9,9.6,24.0
Turkiye,Bartin,Kadin,Mide,70+,13.8,11.0,12.7
Turkiye,Bartin,Kadin,Mesane,30-49,1.2,0.3,75.9
Turkiye,Bartin,Kadin,Mesane,50-69,6.5,2.5,69.3
Turkiye,Bartin,Kadin,Mesane,70+,9.1,3.8,58.8
Turkiye,Bartin,Kadin,Diger,30-49,2.4,0.6,67.7
Turkiye,Bartin,Kadin,Diger,50-69,14.4,4.6,64.2
Turkiye,Bartin,Kadin,Diger,70+,20.3,8.8,50.1
Turkiye,Ardahan,Erkek,Akciger,30-49,9.9,6.4,18.1
Turkiye,Ardahan,Erkek,Akciger,50-69,67.3,52.9,16.1
Turkiye,Ardahan,Erkek,Akciger,70+,96.6,88.7,5.0
Turkiye,Ardahan,Erkek,Prostat,30-49,27.9,4.7,91.2
Turkiye,Ardahan,Erkek,Prostat,50-69,35.6,5.9,87.1
Turkiye,Ardahan,Erkek,Prostat,70+,203.3,61.5,75.1
Turkiye,Ardahan,Erkek,Kolorektal,30-49,13.6,4.0,63.6
Turkiye,Ardahan,Erkek,Kolorektal,50-69,25.7,11.3,60.3
Turkiye,Ardahan,Erkek,Kolorektal,70+,99.8,54.5,47.6
Turkiye,Ardahan,Erkek,Tiroid,30-49,9.3,0.6,98.5
Turkiye,Ardahan,Erkek,Tiroid,50-69,7.4,0.6,99.4
Turkiye,Ardahan,Erkek,Tiroid,70+,13.4,1.0,86.8
Turkiye,Ardahan,Erkek,Mide,30-49,3.8,2.0,27.4
Turkiye,Ardahan,Erkek,Mide,50-69,19.2,16.3,20.3
Turkiye,Ardahan,Erkek,Mide,70+,25.9,20.7,12.8
Turkiye,Ardahan,Erkek,Mesane,30-49,5.7,0.9,75.4
Turkiye,Ardahan,Erkek,Mesane,50-69,29.5,9.2,69.5
Turkiye,Ardahan,Erkek,Mesane,70+,39.8,13.1,61.2
Turkiye,Ardahan,Erkek,Diger,30-49,2.6,0.6,69.5
Turkiye,Ardahan,Erkek,Diger,50-69,13.7,4.5,63.2
Turkiye,Ardahan,Erkek,Diger,70+,19.8,9.0,51.6
Turkiye,Ardahan,Kadin,Akciger,30-49,2.9,1.4,21.0
Turkiye,Ardahan,Kadin,Akciger,50-69,13.9,11.8,14.6
Turkiye,Ardahan,Kadin,Akciger,70+,19.6,18.6,5.0
Turkiye,Ardahan,Kadin,Meme,30-49,50.4,7.2,85.0
Turkiye,Ardahan,Kadin,Meme,50-69,120.9,25.4,85.3
Turkiye,Ardahan,Kadin,Meme,70+,140.6,41.3,75.1
Turkiye,Ardahan,Kadin,Kolorektal,30-49,14.0,3.5,62.7
Turkiye,Ardahan,Kadin,Kolorektal,50-69,25.2,12.2,58.9
Turkiye,Ardahan,Kadin,Kolorektal,70+,88.3,58.5,46.3
Turkiye,Ardahan,Kadin,Tiroid,30-49,34.3,0.6,99.5
Turkiye,Ardahan,Kadin,Tiroid,50-69,39.2,0.6,97.8
Turkiye,Ardahan,Kadin,Tiroid,70+,54.4,1.1,86.7
Turkiye,Ardahan,Kadin,Mide,30-49,2.1,1.2,27.5
Turkiye,Ardahan,Kadin,Mide,50-69,10.6,8.6,19.4
Turkiye,Ardahan,Kadin,Mide,70+,18.7,16.8,9.5
Turkiye,Ardahan,Kadin,Mesane,30-49,1.1,0.3,78.3
Turkiye,Ardahan,Kadin,Mesane,50-69,5.3,2.2,70.8
Turkiye,Ardahan,Kadin,Mesane,70+,9.0,3.8,55.8
Turkiye,Ardahan,Kadin,Diger,30-49,2.6,0.6,69.6
Turkiye,Ardahan,Kadin,Diger,50-69,16.7,4.3,63.6
Turkiye,Ardahan,Kadin,Diger,70+,20.1,8.5,54.3
Turkiye,Igdir,Erkek,Akciger,30-49,11.0,6.4,18.4
Turkiye,Igdir,Erkek,Akciger,50-69,63.1,55.2,13.7
Turkiye,Igdir,Erkek,Akciger,70+,92.2,91.4,5.0
Turkiye,Igdir,Erkek,Prostat,30-49,25.7,4.7,91.4
Turkiye,Igdir,Erkek,Prostat,50-69,31.8,6.1,88.0
Turkiye,Igdir,Erkek,Prostat,70+,182.7,74.1,71.7
Turkiye,Igdir,Erkek,Kolorektal,30-49,11.6,3.8,64.2
Turkiye,Igdir,Erkek,Kolorektal,50-69,29.3,9.4,58.1
Turkiye,Igdir,Erkek,Kolorektal,70+,79.0,56.1,47.5
Turkiye,Igdir,Erkek,Tiroid,30-49,10.1,0.6,99.5
Turkiye,Igdir,Erkek,Tiroid,50-69,9.4,0.6,95.7
Turkiye,Igdir,Erkek,Tiroid,70+,12.9,0.9,88.5
Turkiye,Igdir,Erkek,Mide,30-49,3.4,2.0,26.6
Turkiye,Igdir,Erkek,Mide,50-69,19.4,15.3,22.9
Turkiye,Igdir,Erkek,Mide,70+,25.7,20.6,9.3
Turkiye,Igdir,Erkek,Mesane,30-49,5.0,1.2,76.8
Turkiye,Igdir,Erkek,Mesane,50-69,31.2,10.2,70.5
Turkiye,Igdir,Erkek,Mesane,70+,48.0,16.0,57.2
Turkiye,Igdir,Erkek,Diger,30-49,3.1,0.6,69.3
Turkiye,Igdir,Erkek,Diger,50-69,15.9,4.8,66.5
Turkiye,Igdir,Erkek,Diger,70+,17.0,8.0,54.8
Turkiye,Igdir,Kadin,Akciger,30-49,2.5,1.3,17.1
Turkiye,Igdir,Kadin,Akciger,50-69,16.1,11.5,14.6
Turkiye,Igdir,Kadin,Akciger,70+,19.0,15.2,6.6
Turkiye,Igdir,Kadin,Meme,30-49,51.7,8.8,84.3
Turkiye,Igdir,Kadin,Meme,50-69,107.5,21.7,86.8
Turkiye,Igdir,Kadin,Meme,70+,163.3,41.5,75.5
Turkiye,Igdir,Kadin,Kolorektal,30-49,13.4,3.4,62.4
Turkiye,Igdir,Kadin,Kolorektal,50-69,27.7,10.6,57.6
Turkiye,Igdir,Kadin,Kolorektal,70+,103.0,50.2,46.5
Turkiye,Igdir,Kadin,Tiroid,30-49,39.0,0.6,99.5
Turkiye,Igdir,Kadin,Tiroid,50-69,36.3,0.7,98.0
Turkiye,Igdir,Kadin,Tiroid,70+,56.1,1.1,85.1
Turkiye,Igdir,Kadin,Mide,30-49,1.7,1.1,27.6
Turkiye,Igdir,Kadin,Mide,50-69,12.0,8.8,22.2
Turkiye,Igdir,Kadin,Mide,70+,18.7,13.9,12.3
Turkiye,Igdir,Kadin,Mesane,30-49,1.0,0.3,74.9
Turkiye,Igdir,Kadin,Mesane,50-69,5.6,2.3,73.5
Turkiye,Igdir,Kadin,Mesane,70+,8.7,3.9,57.2
Turkiye,Igdir,Kadin,Diger,30-49,2.8,0.7,68.8
Turkiye,Igdir,Kadin,Diger,50-69,14.5,4.8,64.1
Turkiye,Igdir,Kadin,Diger,70+,16.4,9.0,51.5
Turkiye,Yalova,Erkek,Akciger,30-49,9.7,6.6,17.6
Turkiye,Yalova,Erkek,Akciger,50-69,60.3,58.1,12.5
Turkiye,Yalova,Erkek,Akciger,70+,76.2,61.0,5.1
Turkiye,Yalova,Erkek,Prostat,30-49,22.8,4.7,92.5
Turkiye,Yalova,Erkek,Prostat,50-69,26.7,6.4,88.6
Turkiye,Yalova,Erkek,Prostat,70+,197.9,73.2,77.0
Turkiye,Yalova,Erkek,Kolorektal,30-49,12.3,3.7,61.7
Turkiye,Yalova,Erkek,Kolorektal,50-69,25.9,11.5,58.4
Turkiye,Yalova,Erkek,Kolorektal,70+,78.5,61.7,47.3
Turkiye,Yalova,Erkek,Tiroid,30-49,8.7,0.6,99.5
Turkiye,Yalova,Erkek,Tiroid,50-69,7.0,0.6,95.6
Turkiye,Yalova,Erkek,Tiroid,70+,13.1,1.1,87.3
Turkiye,Yalova,Erkek,Mide,30-49,3.3,1.5,26.7
Turkiye,Yalova,Erkek,Mide,50-69,19.6,16.2,20.9
Turkiye,Yalova,Erkek,Mide,70+,28.8,24.9,11.7
Turkiye,Yalova,Erkek,Mesane,30-49,5.4,1.1,77.1
Turkiye,Yalova,Erkek,Mesane,50-69,28.0,8.5,71.3
Turkiye,Yalova,Erkek,Mesane,70+,51.7,14.7,62.7
Turkiye,Yalova,Erkek,Diger,30-49,3.1,0.6,69.0
Turkiye,Yalova,Erkek,Diger,50-69,14.2,5.0,62.5
Turkiye,Yalova,Erkek,Diger,70+,20.9,9.8,51.9
Turkiye,Yalova,Kadin,Akciger,30-49,2.5,1.1,20.2
Turkiye,Yalova,Kadin,Akciger,50-69,14.3,10.6,14.6
Turkiye,Yalova,Kadin,Akciger,70+,19.1,15.3,5.0
Turkiye,Yalova,Kadin,Meme,30-49,49.2,7.6,88.0
Turkiye,Yalova,Kadin,Meme,50-69,121.2,24.4,88.7
Turkiye,Yalova,Kadin,Meme,70+,166.4,46.4,75.1
Turkiye,Yalova,Kadin,Kolorektal,30-49,10.4,4.2,63.7
Turkiye,Yalova,Kadin,Kolorektal,50-69,25.9,11.2,58.4
Turkiye,Yalova,Kadin,Kolorektal,70+,96.9,53.3,49.3
Turkiye,Yalova,Kadin,Tiroid,30-49,37.7,0.6,96.5
Turkiye,Yalova,Kadin,Tiroid,50-69,38.8,0.6,98.9
Turkiye,Yalova,Kadin,Tiroid,70+,48.8,0.9,87.3
Turkiye,Yalova,Kadin,Mide,30-49,2.3,1.0,30.4
Turkiye,Yalova,Kadin,Mide,50-69,11.8,9.0,22.3
Turkiye,Yalova,Kadin,Mide,70+,14.3,11.4,9.6
Turkiye,Yalova,Kadin,Mesane,30-49,1.0,0.3,72.1
Turkiye,Yalova,Kadin,Mesane,50-69,5.3,2.2,71.5
Turkiye,Yalova,Kadin,Mesane,70+,8.7,3.8,63.6
Turkiye,Yalova,Kadin,Diger,30-49,2.7,0.6,68.1
Turkiye,Yalova,Kadin,Diger,50-69,15.1,5.2,67.2
Turkiye,Yalova,Kadin,Diger,70+,18.5,8.6,53.8
Turkiye,Karabuk,Erkek,Akciger,30-49,11.7,6.2,20.5
Turkiye,Karabuk,Erkek,Akciger,50-69,58.0,46.4,16.8
Turkiye,Karabuk,Erkek,Akciger,70+,77.5,62.0,5.0
Turkiye,Karabuk,Erkek,Prostat,30-49,27.5,4.1,90.9
Turkiye,Karabuk,Erkek,Prostat,50-69,33.2,6.0,87.5
Turkiye,Karabuk,Erkek,Prostat,70+,185.7,69.7,73.9
Turkiye,Karabuk,Erkek,Kolorektal,30-49,11.9,3.9,63.7
Turkiye,Karabuk,Erkek,Kolorektal,50-69,26.0,10.3,58.5
Turkiye,Karabuk,Erkek,Kolorektal,70+,95.2,49.8,46.2
Turkiye,Karabuk,Erkek,Tiroid,30-49,9.3,0.5,99.5
Turkiye,Karabuk,Erkek,Tiroid,50-69,9.9,0.5,99.5
Turkiye,Karabuk,Erkek,Tiroid,70+,12.5,1.1,85.3
Turkiye,Karabuk,Erkek,Mide,30-49,3.7,1.9,26.0
Turkiye,Karabuk,Erkek,Mide,50-69,17.2,13.2,23.3
Turkiye,Karabuk,Erkek,Mide,70+,27.8,27.6,10.8
